Frame#,Time,LTOP_X,LTOP_Y,LTOP_Z,LFRONT_X,LFRONT_Y,LFRONT_Z,LBACK_X,LBACK_Y,LBACK_Z,RTOP_X,RTOP_Y,RTOP_Z,RFRONT_X,RFRONT_Y,RFRONT_Z,RBACK_X,RBACK_Y,RBACK_Z,TL1_X,TL1_Y,TL1_Z,TR1_X,TR1_Y,TR1_Z,BR1_X,BR1_Y,BR1_Z,BL1_X,BL1_Y,BL1_Z,TL2_X,TL2_Y,TL2_Z,TR2_X,TR2_Y,TR2_Z,BR2_X,BR2_Y,BR2_Z,BL2_X,BL2_Y,BL2_Z,TL3_X,TL3_Y,TL3_Z,TR3_X,TR3_Y,TR3_Z,BR3_X,BR3_Y,BR3_Z,BL3_X,BL3_Y,BL3_Z,TL4_X,TL4_Y,TL4_Z,BR4_X,BR4_Y,BR4_Z,BL4_X,BL4_Y,BL4_Z,TR4_X,TR4_Y,TR4_Z
503,2.51,-594.2705688476562,-493.7306213378906,884.0638427734375,-575.9248046875,-527.7116088867188,832.5460815429688,-531.1464233398438,-534.5652465820312,847.6143798828125,-500.69091796875,-290.355712890625,877.0575561523438,-546.0657958984375,-263.957763671875,853.9207763671875,-481.2811279296875,-263.2409362792969,829.619140625,-1751.74755859375,-117.92123413085938,538.4368896484375,-1748.86279296875,-261.17010498046875,537.2266845703125,-1781.843505859375,-258.47344970703125,673.42822265625,-1784.02783203125,-118.03496551513672,674.5985107421875,-1740.8135986328125,-492.73876953125,526.9556884765625,-1744.44287109375,-632.980712890625,521.1638793945312,-1766.900146484375,-636.7891235351562,663.8740844726562,-1772.7008056640625,-493.04730224609375,662.07421875,-1784.6937255859375,-490.23248291015625,713.5234375,-1778.5263671875,-632.9734497070312,718.4485473632812,-1808.0491943359375,-632.3782958984375,857.458984375,-1811.9871826171875,-492.7607421875,853.7318725585938,-1795.8311767578125,-116.59980010986328,724.1622924804688,-1822.74853515625,-260.6104736328125,860.2488403320312,-1825.23828125,-117.73579406738281,862.8444213867188,-1785.9735107421875,-261.6793518066406,725.965576171875
504,2.515,-594.2457275390625,-493.6926574707031,884.0458374023438,-576.1900634765625,-528.0426635742188,832.9210815429688,-531.1467895507812,-534.5712280273438,847.60888671875,-500.6849060058594,-290.3531494140625,877.0013427734375,-546.0267944335938,-263.9266662597656,853.8668212890625,-481.26495361328125,-263.2339782714844,829.597900390625,-1751.7135009765625,-117.97093963623047,538.4521484375,-1748.869140625,-261.12408447265625,537.270751953125,-1781.8037109375,-258.4281921386719,673.437255859375,-1784.0079345703125,-118.00045776367188,674.5501708984375,-1740.7674560546875,-492.77447509765625,526.917236328125,-1744.4300537109375,-632.8848876953125,521.1358642578125,-1766.658935546875,-636.951416015625,664.0064086914062,-1772.6768798828125,-493.1702575683594,662.2850341796875,-1784.719970703125,-490.2073669433594,713.5082397460938,-1778.3004150390625,-633.1337280273438,718.573974609375,-1808.0048828125,-632.3047485351562,857.4328002929688,-1811.9910888671875,-492.7279968261719,853.7078247070312,-1795.801025390625,-116.65361022949219,724.1512451171875,-1822.75244140625,-260.79437255859375,860.3729248046875,-1825.2628173828125,-117.4546127319336,862.5790405273438,-1794.6929931640625,-258.8328857421875,720.12060546875
505,2.52,-594.4863891601562,-493.8176574707031,884.2364501953125,-573.16943359375,-523.9453735351562,828.5632934570312,-531.1619262695312,-534.57421875,847.6068725585938,-500.71136474609375,-290.3523254394531,877.0291748046875,-546.0823974609375,-263.92498779296875,853.9094848632812,-481.302490234375,-263.2310791015625,829.6272583007812,-1751.666748046875,-117.94960021972656,538.4868774414062,-1748.9019775390625,-261.12237548828125,537.2469482421875,-1781.8277587890625,-258.4295959472656,673.4736328125,-1784.0560302734375,-118.09810638427734,674.6417236328125,-1740.700439453125,-492.7964172363281,527.0563354492188,-1744.4539794921875,-633.0488891601562,521.1375732421875,-1766.870849609375,-636.8323364257812,663.9190063476562,-1772.6783447265625,-493.0619201660156,662.0895385742188,-1784.719482421875,-490.2184143066406,713.506591796875,-1778.259521484375,-633.14306640625,718.572509765625,-1808.0169677734375,-632.3753662109375,857.42431640625,-1811.9959716796875,-492.81689453125,853.8009033203125,-1795.812255859375,-116.58598327636719,724.1564331054688,-1818.6434326171875,-264.0687255859375,861.08349609375,-1825.2216796875,-117.72354125976562,862.73046875,-1794.6390380859375,-258.69189453125,720.2145385742188
506,2.525,-594.4620971679688,-493.8016357421875,884.235595703125,-574.907958984375,-525.9326171875,830.5985717773438,-531.1209716796875,-534.5491943359375,847.6134033203125,-500.7564697265625,-290.3522033691406,877.0843505859375,-546.0772705078125,-263.9352111816406,853.9401245117188,-481.3216247558594,-263.2450256347656,829.6493530273438,-1751.8203125,-117.92205047607422,538.4293823242188,-1748.872314453125,-261.1767578125,537.2487182617188,-1781.8321533203125,-258.4636535644531,673.4616088867188,-1783.9537353515625,-118.06668853759766,674.5553588867188,-1740.9154052734375,-492.6116943359375,526.8905029296875,-1744.426513671875,-632.7976684570312,521.0406494140625,-1766.684814453125,-636.91162109375,664.0501098632812,-1772.689697265625,-493.0758056640625,662.1148681640625,-1784.654052734375,-490.232666015625,713.52783203125,-1778.50927734375,-632.9808959960938,718.4669799804688,-1808.0438232421875,-632.3200073242188,857.4359130859375,-1811.977294921875,-492.6896057128906,853.629150390625,-1795.8609619140625,-116.66426849365234,724.1498413085938,-1818.6717529296875,-264.06494140625,861.358154296875,-1825.2960205078125,-117.54295349121094,862.6798706054688,-1794.6439208984375,-258.7152099609375,720.1703491210938
507,2.53,-594.4744873046875,-493.7982177734375,884.2325439453125,-574.8086547851562,-525.8549194335938,830.4895629882812,-531.1238403320312,-534.5454711914062,847.5970458984375,-500.7063293457031,-290.3491516113281,877.0012817382812,-546.0548706054688,-263.9279479980469,853.91259765625,-481.3013916015625,-263.22076416015625,829.6031494140625,-1752.6253662109375,-117.51123046875,538.3087158203125,-1748.8624267578125,-261.12078857421875,537.2550048828125,-1781.81103515625,-258.429931640625,673.4276123046875,-1784.0335693359375,-118.03234100341797,674.5894165039062,-1740.8316650390625,-492.69720458984375,526.96728515625,-1744.401611328125,-632.9270629882812,521.1477661132812,-1766.6505126953125,-636.9620361328125,663.9712524414062,-1772.6881103515625,-493.24169921875,662.309326171875,-1784.701171875,-490.2143859863281,713.4982299804688,-1778.440185546875,-633.0638427734375,718.52294921875,-1808.0460205078125,-632.29150390625,857.4017333984375,-1811.97021484375,-492.82708740234375,853.7159423828125,-1795.8284912109375,-116.62290954589844,724.1625366210938,-1818.535888671875,-264.2230224609375,860.6869506835938,-1825.25927734375,-117.5868911743164,862.7005615234375,-1794.61962890625,-258.71484375,720.2171020507812
508,2.535,-594.4841918945312,-493.7928771972656,884.2340698242188,-576.0979614257812,-527.8560791015625,832.7529907226562,-531.1177978515625,-534.57958984375,847.5946044921875,-500.6871032714844,-290.3302001953125,876.9868774414062,-546.0529174804688,-263.9208679199219,853.9105834960938,-481.2919921875,-263.2024230957031,829.6044311523438,-1752.8564453125,-117.42378234863281,538.3085327148438,-1748.86181640625,-261.1661682128906,537.2942504882812,-1781.8280029296875,-258.409912109375,673.4383544921875,-1784.0570068359375,-118.12577819824219,674.714111328125,-1740.9815673828125,-492.62799072265625,526.89599609375,-1744.4244384765625,-632.8388671875,521.1234130859375,-1766.9146728515625,-636.8734130859375,664.00634765625,-1772.7098388671875,-492.976318359375,662.066650390625,-1784.731689453125,-490.20147705078125,713.4810180664062,-1778.369140625,-633.0820922851562,718.5249633789062,-1808.042236328125,-632.3407592773438,857.4892578125,-1811.9727783203125,-492.73089599609375,853.8012084960938,-1795.8184814453125,-116.71019744873047,724.2545776367188,-1822.74072265625,-260.5049133300781,860.1085205078125,-1825.4329833984375,-117.59394836425781,862.981689453125,-1794.703857421875,-258.93060302734375,720.2001953125
509,2.54,-594.4801025390625,-493.8031921386719,884.2431640625,-576.2251586914062,-527.938232421875,832.899658203125,-531.1285400390625,-534.5866088867188,847.61669921875,-500.7308349609375,-290.3445129394531,877.00439453125,-546.0604248046875,-263.949462890625,853.9254150390625,-481.29296875,-263.2418518066406,829.6172485351562,-1751.8800048828125,-117.8613510131836,538.3823852539062,-1748.92626953125,-261.05780029296875,537.2185668945312,-1781.8175048828125,-258.4100646972656,673.4485473632812,-1784.05029296875,-118.01576232910156,674.5939331054688,-1740.671875,-492.8067321777344,526.9476318359375,-1744.404541015625,-632.8411865234375,521.0723266601562,-1766.7957763671875,-636.903564453125,663.9329223632812,-1772.6865234375,-493.1230773925781,662.2127075195312,-1784.692626953125,-490.2514343261719,713.5244140625,-1778.3612060546875,-633.0960083007812,718.5267944335938,-1807.999267578125,-632.3958129882812,857.4852905273438,-1811.963623046875,-492.7575378417969,853.740966796875,-1795.813232421875,-116.6576919555664,724.2015991210938,-1822.7152099609375,-260.5531005859375,860.1310424804688,-1825.2830810546875,-117.71405792236328,862.7490234375,-1794.69775390625,-258.78021240234375,720.1703491210938
510,2.545,-594.49951171875,-493.81524658203125,884.2586669921875,-576.20849609375,-527.9713745117188,832.92431640625,-531.168212890625,-534.554931640625,847.62841796875,-500.73345947265625,-290.3512268066406,877.082763671875,-546.0859375,-263.954345703125,853.9241333007812,-481.3306579589844,-263.24822998046875,829.6485595703125,-1751.685546875,-117.96337890625,538.5089721679688,-1748.887451171875,-261.14019775390625,537.2349243164062,-1781.82666015625,-258.518310546875,673.4853515625,-1784.0762939453125,-117.96175384521484,674.6478271484375,-1740.7939453125,-492.7358703613281,526.9715576171875,-1744.42333984375,-632.8583984375,521.1263427734375,-1766.91845703125,-636.8154296875,663.8933715820312,-1772.698486328125,-493.0692138671875,662.1100463867188,-1784.7159423828125,-490.2431945800781,713.5380859375,-1778.4881591796875,-633.0189208984375,718.4763793945312,-1808.0411376953125,-632.3721313476562,857.510009765625,-1811.9302978515625,-492.70703125,853.9041137695312,-1795.793701171875,-116.67948150634766,724.1813354492188,-1822.7088623046875,-260.5404052734375,860.1093139648438,-1825.34619140625,-117.6199722290039,862.8841552734375,-1794.6873779296875,-258.8468322753906,720.2020263671875
511,2.55,-594.5338745117188,-493.81793212890625,884.2758178710938,-575.5338745117188,-527.0648803710938,831.8556518554688,-531.08837890625,-534.5975341796875,847.5927734375,-500.7470397949219,-290.3245544433594,877.0521240234375,-546.061767578125,-263.93023681640625,853.8943481445312,-481.3121643066406,-263.23565673828125,829.6222534179688,-1751.92236328125,-117.8676986694336,538.4014282226562,-1748.8961181640625,-261.085693359375,537.2482299804688,-1781.796630859375,-258.43994140625,673.4719848632812,-1783.9676513671875,-117.98004150390625,674.4192504882812,-1741.3707275390625,-492.4342956542969,526.6760864257812,-1744.41357421875,-632.9362182617188,521.1573486328125,-1766.863037109375,-636.8639526367188,663.912353515625,-1772.6754150390625,-493.0257873535156,662.08984375,-1784.7103271484375,-490.4557800292969,713.769287109375,-1778.505859375,-633.002685546875,718.4953002929688,-1808.0277099609375,-632.3958129882812,857.4694213867188,-1811.9610595703125,-492.6524963378906,853.7587890625,-1795.821533203125,-116.68968963623047,724.149658203125,-1818.6854248046875,-264.0653381347656,861.4823608398438,-1825.279541015625,-117.8215560913086,862.8603515625,-1794.7257080078125,-258.89013671875,720.16162109375
512,2.555,-594.5386962890625,-493.84014892578125,884.287353515625,-576.00048828125,-527.9463500976562,832.72509765625,-531.119873046875,-534.566162109375,847.5907592773438,-500.7221984863281,-290.3419189453125,877.0147705078125,-546.0546264648438,-263.9224548339844,853.9049072265625,-481.275390625,-263.21453857421875,829.5978393554688,-1751.7529296875,-117.94331359863281,538.470703125,-1748.871337890625,-261.11956787109375,537.2950439453125,-1781.81689453125,-258.5693054199219,673.5088500976562,-1784.0164794921875,-117.96538543701172,674.5462036132812,-1740.7225341796875,-492.8018798828125,526.9756469726562,-1744.4176025390625,-633.0502319335938,521.201416015625,-1766.8123779296875,-636.894775390625,664.022705078125,-1772.695068359375,-493.11883544921875,662.2428588867188,-1784.6795654296875,-490.2230529785156,713.5142211914062,-1778.4002685546875,-633.050048828125,718.5234985351562,-1808.0162353515625,-632.3480834960938,857.447509765625,-1811.9453125,-492.71710205078125,853.8306884765625,-1795.791259765625,-116.59583282470703,724.1771240234375,-1818.6563720703125,-264.0660400390625,861.1293334960938,-1825.242431640625,-117.63444519042969,862.7319946289062,-1794.70263671875,-258.80950927734375,720.0830078125
513,2.56,-594.2710571289062,-493.74127197265625,884.07080078125,-573.0938110351562,-523.8782958984375,828.5416259765625,-531.1775512695312,-534.572265625,847.6290283203125,-500.74273681640625,-290.3381652832031,877.041748046875,-546.0992431640625,-263.9145812988281,853.9345092773438,-481.3124084472656,-263.2203063964844,829.6272583007812,-1751.7447509765625,-117.89797973632812,538.4773559570312,-1748.8642578125,-261.14227294921875,537.269287109375,-1781.822021484375,-258.5425720214844,673.5245361328125,-1783.943359375,-117.98310089111328,674.443359375,-1740.4635009765625,-492.93377685546875,527.2257690429688,-1744.38427734375,-632.86181640625,521.1563110351562,-1766.68701171875,-636.923095703125,664.067626953125,-1772.6829833984375,-493.0784912109375,662.1272583007812,-1784.71728515625,-489.75421142578125,713.0565185546875,-1778.2945556640625,-633.1182861328125,718.62060546875,-1808.01513671875,-632.4181518554688,857.506591796875,-1811.9552001953125,-492.6635437011719,853.7638549804688,-1795.843017578125,-116.69075775146484,724.1803588867188,-1822.6815185546875,-260.6317443847656,860.2042236328125,-1825.2662353515625,-117.60855865478516,862.69775390625,-1786.26904296875,-261.5196228027344,725.8331909179688
514,2.565,-594.4974365234375,-493.8238830566406,884.266357421875,-574.9924926757812,-526.0145263671875,830.7381591796875,-531.1603393554688,-534.597412109375,847.6515502929688,-500.7649230957031,-290.3506774902344,877.0967407226562,-546.0830078125,-263.931884765625,853.9362182617188,-481.32293701171875,-263.21636962890625,829.6354370117188,-1751.6995849609375,-117.95441436767578,538.5017700195312,-1748.890869140625,-261.0777587890625,537.2149658203125,-1781.8133544921875,-258.4563293457031,673.4497680664062,-1783.983154296875,-118.0253677368164,674.5606689453125,-1741.0789794921875,-492.59051513671875,526.7738037109375,-1744.4095458984375,-632.8580322265625,521.15625,-1766.8431396484375,-636.8587646484375,663.8541870117188,-1772.6900634765625,-493.04022216796875,662.0673828125,-1784.7288818359375,-490.2506408691406,713.501953125,-1778.506103515625,-632.9956665039062,718.483154296875,-1807.9801025390625,-632.4220581054688,857.5140380859375,-1811.9537353515625,-492.69256591796875,853.7697143554688,-1795.774169921875,-116.75566864013672,724.2373657226562,-1822.6917724609375,-260.5513000488281,860.15576171875,-1825.264404296875,-117.4365463256836,862.5659790039062,-1786.221435546875,-261.5713195800781,725.8374633789062
515,2.57,-594.4898681640625,-493.8119201660156,884.2622680664062,-575.013427734375,-525.9984741210938,830.7184448242188,-531.1173095703125,-534.5723266601562,847.5967407226562,-500.71185302734375,-290.333251953125,877.0235595703125,-546.0442504882812,-263.9360046386719,853.9100341796875,-481.2843017578125,-263.2423095703125,829.6256713867188,-1751.873046875,-117.89010620117188,538.3997192382812,-1748.893310546875,-261.1097412109375,537.2252197265625,-1781.772216796875,-258.46685791015625,673.4638671875,-1784.07421875,-118.02510070800781,674.614501953125,-1740.8348388671875,-492.71234130859375,526.9514770507812,-1744.4599609375,-632.9642333984375,521.1566772460938,-1766.8326416015625,-636.8817749023438,663.9336547851562,-1772.666748046875,-493.2204895019531,662.3617553710938,-1784.70703125,-490.2853088378906,713.5440673828125,-1778.31103515625,-633.1143798828125,718.5599365234375,-1808.0364990234375,-632.3419189453125,857.4285888671875,-1811.9454345703125,-492.6880798339844,853.7477416992188,-1795.7860107421875,-116.82874298095703,724.2821044921875,-1822.7203369140625,-260.54168701171875,860.1354370117188,-1825.28125,-117.54149627685547,862.6746215820312,-1786.2684326171875,-261.4950256347656,725.7911376953125
516,2.575,-594.5037231445312,-493.8127746582031,884.2608642578125,-576.0975341796875,-527.8238525390625,832.752685546875,-531.1387939453125,-534.5466918945312,847.5894165039062,-500.6731262207031,-290.3395080566406,876.9789428710938,-546.0387573242188,-263.9243469238281,853.8836059570312,-481.2921142578125,-263.2213439941406,829.5769653320312,-1751.6708984375,-117.97728729248047,538.5347290039062,-1748.899169921875,-261.0993957519531,537.260009765625,-1781.81396484375,-258.44232177734375,673.4370727539062,-1784.014404296875,-118.00469207763672,674.5618896484375,-1740.74267578125,-492.7928466796875,527.0106811523438,-1744.4071044921875,-632.93017578125,521.130126953125,-1766.6917724609375,-636.9074096679688,663.9009399414062,-1772.703857421875,-493.0888366699219,662.1175537109375,-1784.754638671875,-489.77679443359375,713.0855102539062,-1778.551513671875,-633.027099609375,718.4895629882812,-1808.03955078125,-632.3877563476562,857.4585571289062,-1811.9527587890625,-492.7611999511719,853.7418212890625,-1795.796630859375,-116.74308776855469,724.2608032226562,-1822.7052001953125,-260.50286865234375,860.0934448242188,-1825.194091796875,-117.5782699584961,862.6732788085938,-1794.65478515625,-258.71514892578125,720.2627563476562
517,2.58,-594.4651489257812,-493.8216552734375,884.246826171875,-574.823974609375,-525.7822875976562,830.3934936523438,-531.1193237304688,-534.55078125,847.59130859375,-500.7503967285156,-290.3385314941406,877.0435791015625,-546.0748901367188,-263.91839599609375,853.9351806640625,-481.3047180175781,-263.1901550292969,829.6043090820312,-1751.8428955078125,-117.87940979003906,538.4338989257812,-1748.87109375,-261.1216735839844,537.203369140625,-1781.810302734375,-258.5264587402344,673.4830322265625,-1784.0084228515625,-118.10279083251953,674.6416015625,-1740.9730224609375,-492.67657470703125,526.8959350585938,-1744.38427734375,-632.885009765625,521.1290893554688,-1766.8712158203125,-636.8246459960938,663.9102783203125,-1772.6881103515625,-493.19085693359375,662.1888427734375,-1784.7174072265625,-490.1991882324219,713.4451293945312,-1778.3714599609375,-633.0737915039062,718.5282592773438,-1808.0233154296875,-632.3336791992188,857.4324951171875,-1811.9376220703125,-492.78411865234375,853.7799682617188,-1795.7720947265625,-116.6514892578125,724.1895141601562,-1822.715576171875,-260.5146484375,860.1041870117188,-1825.2520751953125,-117.56974029541016,862.6814575195312,-1794.671630859375,-258.88311767578125,720.2022094726562
518,2.585,-594.4827880859375,-493.8115539550781,884.25341796875,-575.8298950195312,-527.2698364257812,832.238037109375,-531.1749877929688,-534.5984497070312,847.662353515625,-500.7611389160156,-290.35821533203125,877.0894165039062,-546.107177734375,-263.9525451660156,853.9686889648438,-481.3203430175781,-263.228271484375,829.6437377929688,-1751.869140625,-117.83173370361328,538.4168090820312,-1748.8668212890625,-261.1476135253906,537.2515258789062,-1781.822509765625,-258.4464416503906,673.440673828125,-1784.0235595703125,-118.12731170654297,674.709716796875,-1741.1212158203125,-492.5796203613281,526.67236328125,-1744.464599609375,-632.7222290039062,521.0864868164062,-1766.739501953125,-636.905029296875,663.951904296875,-1772.6544189453125,-493.14007568359375,662.1986694335938,-1784.66259765625,-490.2760009765625,713.5205078125,-1778.482177734375,-633.0394897460938,718.5470581054688,-1808.00439453125,-632.397705078125,857.4773559570312,-1811.9617919921875,-492.8060607910156,853.8068237304688,-1795.8447265625,-116.63938903808594,724.171630859375,-1822.7313232421875,-260.6556091308594,860.2577514648438,-1825.2628173828125,-117.57582092285156,862.711181640625,-1794.6748046875,-258.7546081542969,720.2216186523438
519,2.59,-594.4940795898438,-493.80950927734375,884.2752685546875,-574.8807373046875,-525.9122314453125,830.5676879882812,-531.179443359375,-534.5761108398438,847.6383056640625,-500.70208740234375,-290.3309631347656,877.01708984375,-546.0556030273438,-263.9239196777344,853.9068603515625,-481.3000793457031,-263.2353515625,829.6091918945312,-1751.7496337890625,-117.9170913696289,538.42333984375,-1748.875,-261.1543273925781,537.2492065429688,-1781.7742919921875,-258.48065185546875,673.486572265625,-1784.0078125,-118.0465316772461,674.6796264648438,-1740.6151123046875,-492.8652038574219,527.0741577148438,-1744.449951171875,-632.967041015625,521.1513671875,-1766.5523681640625,-637.0191040039062,664.1334228515625,-1772.69482421875,-493.07244873046875,662.142578125,-1784.6981201171875,-490.2061767578125,713.5040893554688,-1778.2861328125,-633.1360473632812,718.572998046875,-1808.03955078125,-632.3674926757812,857.4746704101562,-1811.9432373046875,-492.73663330078125,853.7867431640625,-1795.869384765625,-116.69639587402344,724.1890258789062,-1822.770751953125,-260.5321044921875,860.1588134765625,-1825.2559814453125,-117.61956024169922,862.7378540039062,-1794.66748046875,-258.8269348144531,720.23486328125
520,2.595,-594.49462890625,-493.82232666015625,884.2597045898438,-574.8645629882812,-525.8648071289062,830.5077514648438,-531.0997314453125,-534.541748046875,847.58740234375,-500.7060241699219,-290.3220520019531,877.0054321289062,-546.0540771484375,-263.9241027832031,853.9039306640625,-481.3144836425781,-263.2150573730469,829.6174926757812,-1751.9864501953125,-117.76329803466797,538.3431396484375,-1748.8724365234375,-261.0628967285156,537.2468872070312,-1781.7930908203125,-258.5399475097656,673.50244140625,-1784.0205078125,-118.02651977539062,674.6258544921875,-1740.9290771484375,-492.663818359375,526.9360961914062,-1744.4459228515625,-632.9486694335938,521.1582641601562,-1766.8095703125,-636.851806640625,663.9229125976562,-1772.69287109375,-493.0323791503906,662.0824584960938,-1784.752685546875,-490.2032775878906,713.4834594726562,-1778.361328125,-633.0797729492188,718.5512084960938,-1808.0338134765625,-632.3843994140625,857.46435546875,-1811.9273681640625,-492.7528991699219,853.8062133789062,-1795.8170166015625,-116.67886352539062,724.1824340820312,-1818.54345703125,-264.1107177734375,860.53857421875,-1825.25390625,-117.31368255615234,862.4321899414062,-1794.63330078125,-258.8001708984375,720.2103271484375
521,2.6,-594.5093994140625,-493.81695556640625,884.2796630859375,-573.2443237304688,-524.0015258789062,828.5955810546875,-531.1444702148438,-534.5514526367188,847.61279296875,-500.7253112792969,-290.3328552246094,877.0399780273438,-546.0617065429688,-263.9255676269531,853.9089965820312,-481.30859375,-263.2297058105469,829.6206665039062,-1751.72802734375,-117.93314361572266,538.4779052734375,-1748.903564453125,-261.1483154296875,537.2844848632812,-1781.8023681640625,-258.4923400878906,673.4392700195312,-1783.9942626953125,-118.03730010986328,674.6122436523438,-1740.840576171875,-492.6728820800781,526.8753662109375,-1744.4180908203125,-632.9275512695312,521.128173828125,-1766.902587890625,-636.8381958007812,663.8980712890625,-1772.70068359375,-493.1408386230469,662.1776123046875,-1784.6837158203125,-490.2384948730469,713.5215454101562,-1778.38623046875,-633.0303955078125,718.5231323242188,-1808.034912109375,-632.3461303710938,857.4715576171875,-1811.9608154296875,-492.7259521484375,853.8543090820312,-1795.832763671875,-116.656982421875,724.18212890625,-1818.6422119140625,-264.0753479003906,861.086669921875,-1825.2406005859375,-117.31063842773438,862.3814697265625,-1794.6474609375,-258.88006591796875,720.1949462890625
522,2.605,-594.5095825195312,-493.8189697265625,884.261474609375,-574.8080444335938,-525.7332763671875,830.3439331054688,-531.18896484375,-534.6121215820312,847.6442260742188,-500.745849609375,-290.3614196777344,877.0665283203125,-546.0707397460938,-263.94317626953125,853.9505004882812,-481.30828857421875,-263.2333984375,829.6385498046875,-1751.8060302734375,-117.89328002929688,538.4656982421875,-1748.893798828125,-261.0588684082031,537.2618408203125,-1781.8133544921875,-258.5001525878906,673.4907836914062,-1783.9739990234375,-118.08214569091797,674.5891723632812,-1740.7437744140625,-492.7210998535156,526.95703125,-1744.4345703125,-632.9277954101562,521.14404296875,-1766.850830078125,-636.8717041015625,663.90087890625,-1772.6976318359375,-493.1405334472656,662.1425170898438,-1784.75146484375,-490.2487487792969,713.4827270507812,-1778.418212890625,-633.0393676757812,718.528076171875,-1808.0037841796875,-632.4236450195312,857.463134765625,-1811.9178466796875,-492.66278076171875,853.736328125,-1795.79931640625,-116.699951171875,724.232421875,-1822.7066650390625,-260.55126953125,860.0798950195312,-1825.278564453125,-117.47197723388672,862.6089477539062,-1794.6707763671875,-258.6399841308594,720.1758422851562
523,2.61,-594.515625,-493.84576416015625,884.2960205078125,-574.8319702148438,-525.6419067382812,830.2684326171875,-531.1426391601562,-534.59521484375,847.6173706054688,-500.7106018066406,-290.335205078125,877.0107421875,-546.0504760742188,-263.9458312988281,853.919189453125,-481.2899475097656,-263.22406005859375,829.6243286132812,-1751.77978515625,-117.9754638671875,538.482666015625,-1748.888671875,-261.0481872558594,537.2330932617188,-1781.7921142578125,-258.5111389160156,673.5178833007812,-1784.044189453125,-118.05967712402344,674.6460571289062,-1741.2918701171875,-492.4745788574219,526.7501831054688,-1744.447998046875,-632.9266967773438,521.152587890625,-1767.133056640625,-636.7325439453125,663.8087768554688,-1772.6942138671875,-493.03564453125,662.1082153320312,-1784.7144775390625,-489.7084655761719,713.0166015625,-1778.480224609375,-633.0665283203125,718.5136108398438,-1808.02880859375,-632.3640747070312,857.4124755859375,-1811.9364013671875,-492.7213134765625,853.7362670898438,-1795.8455810546875,-116.6240463256836,724.1550903320312,-1822.71923828125,-260.48974609375,860.1121215820312,-1825.3404541015625,-117.60128784179688,862.8178100585938,-1794.6761474609375,-258.8406677246094,720.2066650390625
524,2.615,-594.5513916015625,-493.8238525390625,884.2943725585938,-573.4012451171875,-524.2775268554688,828.6812744140625,-531.0455322265625,-534.527587890625,847.55029296875,-500.6695861816406,-290.3244323730469,876.9940185546875,-546.0352783203125,-263.90887451171875,853.8751220703125,-481.32110595703125,-263.2248229980469,829.6011962890625,-1751.752685546875,-117.94561767578125,538.4577026367188,-1748.8792724609375,-261.0386047363281,537.2098999023438,-1781.824462890625,-258.4913024902344,673.4589233398438,-1784.013916015625,-118.05750274658203,674.6002197265625,-1740.7833251953125,-492.7018737792969,526.946044921875,-1744.4134521484375,-632.9353637695312,521.1398315429688,-1766.8515625,-636.8342895507812,663.8453369140625,-1772.657470703125,-493.10430908203125,662.1204223632812,-1784.6826171875,-490.2117614746094,713.5121459960938,-1778.3072509765625,-633.1077880859375,718.5563354492188,-1808.0135498046875,-632.3992309570312,857.4673461914062,-1811.9483642578125,-492.7183837890625,853.879150390625,-1795.8216552734375,-116.62152099609375,724.1796875,-1822.6859130859375,-260.5682067871094,860.130615234375,-1825.273681640625,-117.46654510498047,862.59033203125,-1794.681396484375,-258.7676086425781,720.1099243164062
525,2.62,-594.5349731445312,-493.81793212890625,884.2978515625,-574.7429809570312,-525.481689453125,830.0477905273438,-531.1428833007812,-534.5741577148438,847.6129760742188,-500.7360534667969,-290.3645324707031,877.081298828125,-546.0857543945312,-263.95947265625,853.9437866210938,-481.30059814453125,-263.2291259765625,829.6371459960938,-1751.8509521484375,-117.8371353149414,538.3875122070312,-1748.8843994140625,-261.1261291503906,537.2639770507812,-1781.7750244140625,-258.5401611328125,673.5150756835938,-1784.08056640625,-118.00867462158203,674.6373901367188,-1741.1092529296875,-492.5464172363281,526.7313232421875,-1744.446044921875,-632.9432373046875,521.1381225585938,-1766.993408203125,-636.7483520507812,663.8436279296875,-1772.669921875,-493.0478210449219,662.1025390625,-1784.6876220703125,-490.1856384277344,713.5042724609375,-1778.3258056640625,-633.1196899414062,718.5786743164062,-1807.9954833984375,-632.3381958007812,857.473876953125,-1811.9862060546875,-492.7147521972656,853.76416015625,-1795.785888671875,-116.6707992553711,724.1649169921875,-1822.70263671875,-260.5052185058594,860.0853271484375,-1825.2464599609375,-117.45760345458984,862.6019287109375,-1794.68505859375,-258.8965148925781,720.1624145507812
