Frame#,Time,LTOP_X,LTOP_Y,LTOP_Z,LFRONT_X,LFRONT_Y,LFRONT_Z,LBACK_X,LBACK_Y,LBACK_Z,RTOP_X,RTOP_Y,RTOP_Z,RFRONT_X,RFRONT_Y,RFRONT_Z,RBACK_X,RBACK_Y,RBACK_Z,TL1_X,TL1_Y,TL1_Z,TR1_X,TR1_Y,TR1_Z,BR1_X,BR1_Y,BR1_Z,BL1_X,BL1_Y,BL1_Z,TL2_X,TL2_Y,TL2_Z,TR2_X,TR2_Y,TR2_Z,BR2_X,BR2_Y,BR2_Z,BL2_X,BL2_Y,BL2_Z,TL3_X,TL3_Y,TL3_Z,TR3_X,TR3_Y,TR3_Z,BR3_X,BR3_Y,BR3_Z,BL3_X,BL3_Y,BL3_Z,TL4_X,TL4_Y,TL4_Z,BR4_X,BR4_Y,BR4_Z,BL4_X,BL4_Y,BL4_Z,TR4_X,TR4_Y,TR4_Z
1007,5.03,-594.526123046875,-493.84649658203125,884.27490234375,-575.0468139648438,-525.857421875,830.5974731445312,-531.1536865234375,-534.5765991210938,847.6195678710938,-500.72320556640625,-290.3443908691406,877.0576782226562,-546.0835571289062,-263.93487548828125,853.9301147460938,-481.3067321777344,-263.2219543457031,829.6423950195312,-1751.8104248046875,-117.90699005126953,538.4512939453125,-1748.90234375,-261.1652526855469,537.2482299804688,-1781.835693359375,-258.4400634765625,673.4212646484375,-1784.0081787109375,-117.98200225830078,674.5474853515625,-1740.9713134765625,-492.67559814453125,526.8486328125,-1744.432861328125,-632.9593505859375,521.1563110351562,-1766.898681640625,-636.8275756835938,663.8897094726562,-1772.6641845703125,-493.0578308105469,662.0927124023438,-1784.6202392578125,-490.20001220703125,713.556396484375,-1778.427734375,-633.0595703125,718.5317993164062,-1808.01513671875,-632.3646850585938,857.4891967773438,-1811.9429931640625,-492.8329162597656,853.7968139648438,-1795.8236083984375,-116.71470642089844,724.2218627929688,-1822.7242431640625,-260.779052734375,860.3281860351562,-1825.2393798828125,-117.55015563964844,862.603759765625,-1794.689208984375,-258.7421569824219,720.0452270507812
1008,5.035,-594.568603515625,-493.8431701660156,884.3175048828125,-576.070068359375,-527.8375854492188,832.7117919921875,-531.1331787109375,-534.5859375,847.59765625,-500.662841796875,-290.32977294921875,876.9867553710938,-546.04833984375,-263.9066467285156,853.8865356445312,-481.2764892578125,-263.1996765136719,829.5811767578125,-1751.8900146484375,-117.8929672241211,538.3716430664062,-1748.901123046875,-261.1185302734375,537.251708984375,-1781.81591796875,-258.487060546875,673.4651489257812,-1783.905029296875,-118.05329895019531,674.4689331054688,-1740.870361328125,-492.6766662597656,526.9547119140625,-1744.441650390625,-632.9444580078125,521.077880859375,-1766.5693359375,-637.0662231445312,664.0848999023438,-1772.6790771484375,-493.32147216796875,662.3950805664062,-1784.641845703125,-490.2607116699219,713.6117553710938,-1778.49462890625,-633.0040283203125,718.4942626953125,-1808.0330810546875,-632.3277587890625,857.4224243164062,-1811.9097900390625,-492.7044677734375,853.7296752929688,-1795.8204345703125,-116.68038177490234,724.1864013671875,-1822.77587890625,-260.48486328125,860.0983276367188,-1825.2335205078125,-117.43607330322266,862.5131225585938,-1794.7239990234375,-258.80877685546875,720.053955078125
1009,5.04,-594.5601806640625,-493.8446044921875,884.3156127929688,-573.4164428710938,-524.1649780273438,828.6084594726562,-531.1126098632812,-534.5775146484375,847.6029052734375,-500.71826171875,-290.3052673339844,877.0310668945312,-546.042724609375,-263.93988037109375,853.9171752929688,-481.2985534667969,-263.20855712890625,829.6159057617188,-1751.9290771484375,-117.82038879394531,538.37939453125,-1748.8956298828125,-261.1672668457031,537.3160400390625,-1781.83740234375,-258.5238952636719,673.4684448242188,-1784.0074462890625,-118.03217315673828,674.6052856445312,-1741.093505859375,-492.5453186035156,526.771728515625,-1744.43994140625,-633.0175170898438,521.146728515625,-1766.9520263671875,-636.841552734375,663.8807983398438,-1772.6732177734375,-493.0847473144531,662.1111450195312,-1784.61962890625,-490.2743225097656,713.6082763671875,-1778.4010009765625,-633.0607299804688,718.52001953125,-1808.0174560546875,-632.3643188476562,857.4683227539062,-1811.948486328125,-492.81866455078125,853.8922729492188,-1795.802490234375,-116.59931945800781,724.158447265625,-1822.799072265625,-260.62371826171875,860.236328125,-1825.25390625,-117.54170989990234,862.6318359375,-1794.65478515625,-258.9184875488281,720.1682739257812
1010,5.045,-594.5072021484375,-493.8272705078125,884.2899780273438,-576.2164916992188,-527.9699096679688,832.916259765625,-531.1549682617188,-534.5968627929688,847.6353149414062,-500.7384033203125,-290.3350524902344,877.087646484375,-546.071044921875,-263.95538330078125,853.9393310546875,-481.2731018066406,-263.2197570800781,829.6151733398438,-1751.8297119140625,-117.87798309326172,538.416748046875,-1748.89599609375,-261.0921325683594,537.2608642578125,-1781.8077392578125,-258.5793762207031,673.4798583984375,-1783.90966796875,-118.11868286132812,674.4625854492188,-1740.784423828125,-492.755126953125,527.0101318359375,-1744.407958984375,-632.9735107421875,521.1417846679688,-1767.019287109375,-636.7453002929688,663.8058471679688,-1772.6539306640625,-493.13226318359375,662.1693115234375,-1784.6436767578125,-490.19476318359375,713.5592041015625,-1778.4818115234375,-633.0235595703125,718.4736938476562,-1808.0543212890625,-632.3141479492188,857.4187622070312,-1811.945556640625,-492.7272644042969,853.77880859375,-1795.867431640625,-116.61446380615234,724.1911010742188,-1822.788818359375,-260.5139465332031,860.1278076171875,-1825.2764892578125,-117.57703399658203,862.7086791992188,-1794.7757568359375,-258.865234375,720.001953125
1011,5.05,-594.245361328125,-493.7257995605469,884.0487670898438,-574.5040283203125,-525.54052734375,830.0282592773438,-531.1376953125,-534.5794677734375,847.6159057617188,-500.739501953125,-290.3349304199219,877.0573120117188,-546.080322265625,-263.939453125,853.9453125,-481.2901306152344,-263.22314453125,829.6200561523438,-1751.7447509765625,-117.99578094482422,538.4910278320312,-1748.884765625,-261.087890625,537.2380981445312,-1781.798828125,-258.42071533203125,673.4260864257812,-1784.0096435546875,-117.9786148071289,674.6076049804688,-1740.85693359375,-492.6770935058594,526.8740844726562,-1744.4678955078125,-632.9824829101562,521.1598510742188,-1766.8074951171875,-636.9070434570312,663.969970703125,-1772.6851806640625,-493.0965270996094,662.1283569335938,-1784.6160888671875,-490.27679443359375,713.5951538085938,-1778.5201416015625,-633.0094604492188,718.4452514648438,-1808.0069580078125,-632.3944702148438,857.4341430664062,-1811.9266357421875,-492.6791076660156,853.8679809570312,-1795.80712890625,-116.55250549316406,724.1549072265625,-1822.7789306640625,-260.46063232421875,860.1065673828125,-1825.2662353515625,-117.63178253173828,862.7207641601562,-1794.7626953125,-258.8299865722656,720.0442504882812
1012,5.055,-594.508544921875,-493.8239440917969,884.2648315429688,-574.8948364257812,-525.9299926757812,830.5905151367188,-531.1129150390625,-534.5619506835938,847.5751953125,-500.7041015625,-290.32122802734375,877.0088500976562,-546.044677734375,-263.91094970703125,853.902587890625,-481.2679138183594,-263.2162780761719,829.5992431640625,-1753.1444091796875,-117.31842803955078,538.282958984375,-1748.8787841796875,-261.1095886230469,537.20458984375,-1781.8282470703125,-258.5566711425781,673.45751953125,-1783.9913330078125,-118.04669189453125,674.6175537109375,-1741.0543212890625,-492.5513610839844,526.6909790039062,-1744.4178466796875,-632.9107055664062,521.1171875,-1766.7315673828125,-636.9132080078125,663.8975830078125,-1772.6815185546875,-493.1040954589844,662.115478515625,-1780.36376953125,-493.49176025390625,715.4367065429688,-1778.3887939453125,-633.0570678710938,718.508056640625,-1807.9931640625,-632.4374389648438,857.5181274414062,-1811.9493408203125,-492.6857604980469,853.8010864257812,-1795.7886962890625,-116.6324462890625,724.16552734375,-1818.6370849609375,-264.06597900390625,861.1138916015625,-1825.259765625,-117.44807434082031,862.5435791015625,-1794.7177734375,-258.8293762207031,720.0304565429688
1013,5.06,-594.488525390625,-493.81329345703125,884.2544555664062,-574.915771484375,-525.95703125,830.6162719726562,-531.1202392578125,-534.5623168945312,847.6050415039062,-500.7264099121094,-290.3067932128906,877.017578125,-546.0712280273438,-263.92913818359375,853.9295654296875,-481.2952575683594,-263.2315673828125,829.637939453125,-1751.745849609375,-117.93115234375,538.48583984375,-1748.885986328125,-261.12213134765625,537.2823486328125,-1781.8043212890625,-258.4883117675781,673.4227294921875,-1784.0067138671875,-118.0315170288086,674.5519409179688,-1740.9080810546875,-492.60614013671875,526.8869018554688,-1744.3876953125,-632.9298095703125,521.148681640625,-1766.6741943359375,-636.9561157226562,663.9657592773438,-1772.7054443359375,-493.11090087890625,662.2052001953125,-1784.693359375,-490.2147521972656,713.5203857421875,-1778.4029541015625,-633.0384521484375,718.5097045898438,-1808.0277099609375,-632.3914184570312,857.4733276367188,-1811.9307861328125,-492.75506591796875,853.7191772460938,-1795.8671875,-116.63609313964844,724.1480102539062,-1822.806884765625,-260.625,860.250244140625,-1825.271728515625,-117.47161102294922,862.5955200195312,-1794.7274169921875,-258.765625,720.0632934570312
1014,5.065,-594.4847412109375,-493.8020935058594,884.2289428710938,-574.8128662109375,-525.1322021484375,830.0383911132812,-531.2291870117188,-534.5997924804688,847.66015625,-500.75860595703125,-290.3343811035156,877.0880126953125,-546.0776977539062,-263.94708251953125,853.9483642578125,-481.2894287109375,-263.2218933105469,829.6319580078125,-1751.8353271484375,-117.92163848876953,538.4375,-1748.8917236328125,-261.1513671875,537.2157592773438,-1781.8134765625,-258.4624328613281,673.425048828125,-1783.967041015625,-118.13642120361328,674.6304321289062,-1740.3970947265625,-492.94134521484375,527.1608276367188,-1744.388427734375,-632.857177734375,521.13330078125,-1766.6287841796875,-636.939453125,663.9967651367188,-1772.6719970703125,-493.1375427246094,662.2010498046875,-1784.61376953125,-490.29327392578125,713.614013671875,-1778.4862060546875,-633.0113525390625,718.4885864257812,-1808.0283203125,-632.3526611328125,857.39404296875,-1811.935302734375,-492.6656494140625,853.7742309570312,-1795.8297119140625,-116.68928527832031,724.1610107421875,-1818.632080078125,-264.1103210449219,861.076171875,-1825.2818603515625,-117.50068664550781,862.6017456054688,-1794.6800537109375,-258.7984924316406,720.0795288085938
1015,5.07,-594.4789428710938,-493.79327392578125,884.2317504882812,-573.1434936523438,-523.961181640625,828.5249633789062,-531.163818359375,-534.5902099609375,847.6427001953125,-500.74853515625,-290.3369140625,877.055419921875,-546.067138671875,-263.92523193359375,853.9104614257812,-481.2861633300781,-263.2411804199219,829.63232421875,-1751.7056884765625,-117.92133331298828,538.4426879882812,-1748.86865234375,-261.1375427246094,537.2647094726562,-1781.782958984375,-258.4565734863281,673.431640625,-1783.9783935546875,-118.03228759765625,674.5926513671875,-1741.10546875,-492.5024719238281,526.6480102539062,-1744.40673828125,-632.8253173828125,521.10693359375,-1766.49462890625,-637.0372314453125,664.0956420898438,-1772.6834716796875,-493.0846862792969,662.10595703125,-1784.6031494140625,-490.2385559082031,713.5997314453125,-1778.5263671875,-632.9761962890625,718.4360961914062,-1808.0162353515625,-632.3363647460938,857.3919067382812,-1812.0069580078125,-492.7922058105469,853.8016967773438,-1795.8436279296875,-116.65633392333984,724.149658203125,-1818.6494140625,-264.04412841796875,861.0803833007812,-1825.3258056640625,-117.63416290283203,862.8603515625,-1794.7044677734375,-258.9821472167969,720.0948486328125
1016,5.075,-594.5108642578125,-493.822509765625,884.2503051757812,-573.3056030273438,-524.071533203125,828.6101684570312,-531.1241455078125,-534.5626831054688,847.585205078125,-500.7025146484375,-290.3398132324219,876.9737548828125,-546.038818359375,-263.938720703125,853.9071044921875,-481.27972412109375,-263.2208251953125,829.6067504882812,-1751.875732421875,-117.82447814941406,538.3895263671875,-1748.8421630859375,-261.07403564453125,537.211669921875,-1781.8238525390625,-258.4662780761719,673.4332885742188,-1783.9918212890625,-118.02816772460938,674.5637817382812,-1740.7965087890625,-492.71380615234375,526.995849609375,-1744.4019775390625,-632.9447021484375,521.1699829101562,-1766.8045654296875,-636.8853759765625,663.9440307617188,-1772.685302734375,-493.0908508300781,662.1187744140625,-1784.7081298828125,-489.6854248046875,713.079833984375,-1778.453369140625,-633.02880859375,718.4666748046875,-1808.00927734375,-632.4054565429688,857.4642333984375,-1811.90966796875,-492.6374816894531,853.8038940429688,-1795.8232421875,-116.6650390625,724.239990234375,-1818.6524658203125,-264.09136962890625,861.1349487304688,-1825.259521484375,-117.535888671875,862.6702880859375,-1794.7061767578125,-258.93682861328125,720.09423828125
1017,5.08,-594.4950561523438,-493.8207702636719,884.2482299804688,-573.6378784179688,-524.431884765625,828.9246215820312,-531.1339721679688,-534.5570068359375,847.6151123046875,-500.6954040527344,-290.3375244140625,877.0283203125,-546.0596923828125,-263.91558837890625,853.8994140625,-481.2965087890625,-263.2337951660156,829.6323852539062,-1752.8350830078125,-117.47236633300781,538.3681030273438,-1748.8709716796875,-261.0929870605469,537.248291015625,-1781.7642822265625,-258.5395202636719,673.537841796875,-1784.0361328125,-117.93148803710938,674.4982299804688,-1741.2054443359375,-492.4842224121094,526.6608276367188,-1744.47021484375,-632.9075317382812,521.087890625,-1766.7138671875,-636.9400024414062,663.9735107421875,-1772.6922607421875,-493.0450134277344,662.07666015625,-1784.573974609375,-490.5274353027344,713.8607177734375,-1778.3765869140625,-633.0677490234375,718.5133666992188,-1808.0367431640625,-632.3490600585938,857.3917846679688,-1811.933837890625,-492.7558288574219,853.830078125,-1795.8558349609375,-116.71421813964844,724.1464233398438,-1822.70166015625,-260.6319580078125,860.220947265625,-1825.302734375,-117.59898376464844,862.7882690429688,-1794.6943359375,-258.79827880859375,720.0501098632812
1018,5.085,-594.4682006835938,-493.8138732910156,884.2408447265625,-574.7665405273438,-525.58935546875,830.1535034179688,-531.1954956054688,-534.6016235351562,847.6500854492188,-500.73919677734375,-290.3637390136719,877.080322265625,-546.0968627929688,-263.9698791503906,853.9432983398438,-481.30517578125,-263.236328125,829.6219482421875,-1751.7921142578125,-117.91093444824219,538.4571533203125,-1748.907470703125,-261.0963439941406,537.2347412109375,-1781.834228515625,-258.3953552246094,673.4004516601562,-1784.0384521484375,-117.98994445800781,674.5985107421875,-1740.625,-492.74859619140625,526.9959716796875,-1744.41796875,-632.8925170898438,521.1412353515625,-1766.97314453125,-636.781982421875,663.8651733398438,-1772.6708984375,-493.0672302246094,662.0950317382812,-1784.6378173828125,-490.2312316894531,713.5565795898438,-1778.540283203125,-633.0054321289062,718.4411010742188,-1808.0523681640625,-632.3382568359375,857.4141845703125,-1811.91064453125,-492.6888732910156,853.7709350585938,-1795.8348388671875,-116.73332214355469,724.1752319335938,-1818.659912109375,-264.1666259765625,860.9827880859375,-1825.213623046875,-117.74978637695312,862.760009765625,-1794.6806640625,-258.84130859375,720.146728515625
1019,5.09,-594.486328125,-493.82989501953125,884.2645874023438,-573.2301635742188,-523.9833984375,828.50048828125,-531.129150390625,-534.5455932617188,847.6072998046875,-500.7378845214844,-290.3177185058594,877.0595092773438,-546.0662841796875,-263.9195861816406,853.8870849609375,-481.3005065917969,-263.2354736328125,829.606689453125,-1751.8055419921875,-117.89349365234375,538.425048828125,-1748.8841552734375,-261.1282653808594,537.2045288085938,-1781.8341064453125,-258.4517517089844,673.4352416992188,-1784.0438232421875,-118.03270721435547,674.6472778320312,-1740.7791748046875,-492.699462890625,526.9573364257812,-1744.3834228515625,-632.892333984375,521.1337280273438,-1766.788330078125,-636.848876953125,663.8821411132812,-1772.6658935546875,-493.03851318359375,662.1004638671875,-1784.63525390625,-490.2205810546875,713.5726318359375,-1778.4190673828125,-633.0537109375,718.5450439453125,-1808.03564453125,-632.3551635742188,857.4519653320312,-1811.942138671875,-492.679931640625,853.715576171875,-1795.8614501953125,-116.64859008789062,724.1539916992188,-1818.651123046875,-264.0927734375,861.0558471679688,-1825.2401123046875,-117.6773452758789,862.8170166015625,-1794.71826171875,-258.8809814453125,720.067138671875
1020,5.095,-594.5174560546875,-493.82806396484375,884.2639770507812,-573.6172485351562,-524.2936401367188,828.742431640625,-531.1034545898438,-534.5886840820312,847.59375,-500.7010803222656,-290.3179626464844,876.9721069335938,-546.0359497070312,-263.9179992675781,853.88232421875,-481.2844543457031,-263.2204895019531,829.6044311523438,-1751.6787109375,-118.02031707763672,538.4918823242188,-1748.8995361328125,-261.1410217285156,537.2647094726562,-1781.732421875,-258.5528869628906,673.5100708007812,-1784.0198974609375,-118.05023956298828,674.629638671875,-1740.89794921875,-492.6778869628906,526.921630859375,-1744.3851318359375,-633.0433959960938,521.2068481445312,-1766.6336669921875,-636.9577026367188,664.06396484375,-1772.5960693359375,-493.2098388671875,662.05224609375,-1784.7088623046875,-490.3104553222656,713.700439453125,-1778.4984130859375,-632.9970092773438,718.4797973632812,-1808.0126953125,-632.3536987304688,857.4613037109375,-1811.93701171875,-492.7817687988281,853.863525390625,-1795.864990234375,-116.64498138427734,724.168701171875,-1822.6915283203125,-260.5085144042969,860.0835571289062,-1825.2030029296875,-117.54396057128906,862.6288452148438,-1794.7108154296875,-258.8558044433594,720.0307006835938
1021,5.1,-594.5322265625,-493.8338623046875,884.2779541015625,-574.69873046875,-525.4427490234375,829.8963012695312,-531.1331787109375,-534.5680541992188,847.5810546875,-500.71832275390625,-290.31903076171875,877.023681640625,-546.03857421875,-263.9365539550781,853.8834838867188,-481.3022155761719,-263.2261047363281,829.6156616210938,-1751.7071533203125,-117.96673583984375,538.5070190429688,-1748.9149169921875,-261.0484619140625,537.2461547851562,-1781.8675537109375,-258.43231201171875,673.4437255859375,-1784.0498046875,-118.02994537353516,674.6759033203125,-1741.136474609375,-492.5215759277344,526.7326049804688,-1744.432373046875,-632.9310302734375,521.15380859375,-1766.818115234375,-636.8802490234375,663.9567260742188,-1772.642822265625,-493.10302734375,662.1565551757812,-1784.645263671875,-490.259765625,713.5784912109375,-1778.4024658203125,-633.0511474609375,718.5148315429688,-1808.00830078125,-632.4075927734375,857.4461669921875,-1811.974853515625,-492.82269287109375,853.6509399414062,-1795.8336181640625,-116.65595245361328,724.15771484375,-1818.6434326171875,-264.1160583496094,861.0587768554688,-1825.201904296875,-117.64993286132812,862.7008056640625,-1794.6990966796875,-258.853759765625,720.1099853515625
1022,5.105,-594.5100708007812,-493.83111572265625,884.2713623046875,-573.5667114257812,-524.24658203125,828.6173095703125,-531.17138671875,-534.5958251953125,847.6397705078125,-500.7401123046875,-290.35296630859375,877.0669555664062,-546.1021728515625,-263.936279296875,853.9431762695312,-481.3006591796875,-263.23321533203125,829.6380615234375,-1751.83447265625,-117.85752868652344,538.4579467773438,-1748.8787841796875,-261.1012878417969,537.2022705078125,-1781.82861328125,-258.5257263183594,673.4711303710938,-1784.0606689453125,-117.99864959716797,674.614501953125,-1740.640625,-492.7496337890625,527.0203247070312,-1744.3758544921875,-632.874267578125,521.0994873046875,-1766.8583984375,-636.834228515625,663.8876342773438,-1772.6812744140625,-493.2183532714844,662.2379760742188,-1784.694091796875,-490.19195556640625,713.5086059570312,-1778.5279541015625,-632.976806640625,718.5201416015625,-1808.0216064453125,-632.4193115234375,857.527099609375,-1811.9698486328125,-492.7525939941406,853.8515625,-1795.8485107421875,-116.61394500732422,724.1519775390625,-1822.7052001953125,-260.5431823730469,860.154296875,-1825.2176513671875,-117.54023742675781,862.6217651367188,-1794.7154541015625,-258.9178771972656,720.0765380859375
1023,5.11,-594.5506591796875,-493.83294677734375,884.3063354492188,-573.5182495117188,-524.3430786132812,828.5038452148438,-531.1567993164062,-534.587646484375,847.6148681640625,-500.69989013671875,-290.3609313964844,877.0599975585938,-546.0765991210938,-263.94097900390625,853.9116821289062,-481.3207092285156,-263.23895263671875,829.6190185546875,-1752.99658203125,-117.37928771972656,538.3670043945312,-1748.875732421875,-261.1119079589844,537.2616577148438,-1781.792236328125,-258.5115051269531,673.4771728515625,-1784.05810546875,-118.03871154785156,674.6534423828125,-1740.4398193359375,-492.9356689453125,527.2005004882812,-1744.44580078125,-633.0000610351562,521.1356201171875,-1766.6807861328125,-636.9800415039062,664.0968627929688,-1772.66357421875,-493.10845947265625,662.1860961914062,-1784.7156982421875,-490.2402038574219,713.5003051757812,-1778.46484375,-633.0343017578125,718.5272216796875,-1808.0455322265625,-632.4006958007812,857.5057983398438,-1811.9610595703125,-492.6700134277344,853.8160400390625,-1795.830078125,-116.74883270263672,724.1879272460938,-1822.7283935546875,-260.5445251464844,860.1322631835938,-1825.2767333984375,-117.71041870117188,862.8043823242188,-1794.70849609375,-258.9714050292969,720.0932006835938
1024,5.115,-594.53125,-493.83905029296875,884.2969970703125,-574.719482421875,-525.2830810546875,829.7166748046875,-531.1197509765625,-534.5853881835938,847.589111328125,-500.68988037109375,-290.3188171386719,876.9860229492188,-546.0608520507812,-263.9342956542969,853.8958129882812,-481.2981262207031,-263.2306213378906,829.6090698242188,-1752.8609619140625,-117.45378875732422,538.3541259765625,-1748.8704833984375,-261.1553955078125,537.3170166015625,-1781.7899169921875,-258.51495361328125,673.4534912109375,-1784.0928955078125,-118.10323333740234,674.7431030273438,-1740.941650390625,-492.6254577636719,526.7632446289062,-1744.4686279296875,-632.88623046875,521.0811157226562,-1766.773193359375,-636.9015502929688,663.865966796875,-1772.660400390625,-493.1026916503906,662.1176147460938,-1784.7864990234375,-489.7104797363281,713.0267333984375,-1778.4791259765625,-633.0411987304688,718.5068969726562,-1807.9990234375,-632.4163818359375,857.4605102539062,-1811.9276123046875,-492.74029541015625,853.8198852539062,-1795.7945556640625,-116.60734558105469,724.128173828125,-1822.725830078125,-260.5538330078125,860.1163330078125,-1825.27734375,-117.49502563476562,862.6730346679688,-1794.7005615234375,-258.9366455078125,720.0562744140625
1025,5.12,-594.5684814453125,-493.84600830078125,884.3074951171875,-574.7109375,-525.2826538085938,829.6826782226562,-531.1454467773438,-534.5701293945312,847.5961303710938,-500.72064208984375,-290.33380126953125,877.0364379882812,-546.0670166015625,-263.94757080078125,853.8984985351562,-481.31011962890625,-263.23626708984375,829.6170654296875,-1751.865234375,-117.8651351928711,538.4141845703125,-1748.8685302734375,-261.1754150390625,537.2708129882812,-1781.779052734375,-258.498779296875,673.474365234375,-1784.08447265625,-118.09402465820312,674.73486328125,-1740.9434814453125,-492.67926025390625,526.8352661132812,-1744.4324951171875,-632.9215087890625,521.1326904296875,-1766.731689453125,-636.94482421875,664.001708984375,-1772.69189453125,-493.2248229980469,662.30859375,-1784.7205810546875,-490.1712341308594,713.4774169921875,-1778.3775634765625,-633.0460205078125,718.521484375,-1808.0718994140625,-632.2761840820312,857.4067993164062,-1811.951904296875,-492.7104187011719,853.8233642578125,-1795.79736328125,-116.67604064941406,724.1793823242188,-1818.697509765625,-263.9622497558594,861.3289184570312,-1825.271240234375,-117.6548080444336,862.7885131835938,-1794.7296142578125,-258.8110046386719,720.0247802734375
1026,5.125,-594.5376586914062,-493.81793212890625,884.2896118164062,-574.7362670898438,-525.33203125,829.736083984375,-531.1831665039062,-534.6101684570312,847.6520385742188,-500.7586364746094,-290.3814392089844,877.0745849609375,-546.0750732421875,-263.9432373046875,853.9218139648438,-481.3011169433594,-263.2286071777344,829.61962890625,-1751.8812255859375,-117.8313217163086,538.3982543945312,-1748.8863525390625,-261.0769958496094,537.215087890625,-1781.80322265625,-258.5169677734375,673.5054321289062,-1784.0860595703125,-118.08020782470703,674.7738647460938,-1740.9237060546875,-492.66680908203125,526.8977661132812,-1744.4130859375,-632.963623046875,521.1721801757812,-1766.88427734375,-636.8593139648438,663.8955078125,-1772.67333984375,-493.09429931640625,662.0919799804688,-1784.6715087890625,-490.2060241699219,713.519775390625,-1778.30078125,-633.096923828125,718.5272216796875,-1807.97021484375,-632.4605102539062,857.4751586914062,-1811.912841796875,-492.6499938964844,853.8196411132812,-1795.77197265625,-116.69314575195312,724.2086791992188,-1822.725830078125,-260.4854736328125,860.09814453125,-1825.2769775390625,-117.5208511352539,862.6361083984375,-1794.6712646484375,-258.89202880859375,720.0718383789062
1027,5.13,-594.5317993164062,-493.8320007324219,884.3103637695312,-573.9425048828125,-524.51904296875,828.8440551757812,-531.1404418945312,-534.5656127929688,847.5986328125,-500.7327575683594,-290.3602294921875,877.061767578125,-546.0662841796875,-263.96038818359375,853.9278564453125,-481.2687072753906,-263.22210693359375,829.6005859375,-1751.807861328125,-117.94098663330078,538.4328002929688,-1748.8751220703125,-261.1744079589844,537.2978515625,-1781.7786865234375,-258.51995849609375,673.4913330078125,-1784.073974609375,-118.09626770019531,674.7723388671875,-1741.1051025390625,-492.5950012207031,526.8251342773438,-1744.467529296875,-632.9984130859375,521.1228637695312,-1766.7579345703125,-636.9163818359375,663.9195556640625,-1772.7025146484375,-492.97705078125,662.0811767578125,-1784.668212890625,-490.2276611328125,713.4966430664062,-1778.34130859375,-633.0961303710938,718.5294799804688,-1807.99462890625,-632.4584350585938,857.4848022460938,-1811.940185546875,-492.6817932128906,853.7014770507812,-1795.837158203125,-116.6913833618164,724.1661376953125,-1818.6368408203125,-264.055908203125,861.032958984375,-1825.3883056640625,-117.52243041992188,862.8486938476562,-1794.7271728515625,-258.9032287597656,720.0973510742188
1028,5.135,-594.2559814453125,-493.7394714355469,884.0736083984375,-573.8853759765625,-524.4818115234375,828.7974243164062,-531.0853881835938,-534.5836181640625,847.559814453125,-500.6955871582031,-290.3238220214844,876.999755859375,-546.053955078125,-263.9453430175781,853.8900146484375,-481.2732238769531,-263.23443603515625,829.5993041992188,-1751.773681640625,-117.91497802734375,538.4599609375,-1748.86279296875,-261.14239501953125,537.246337890625,-1781.8662109375,-258.4629821777344,673.486328125,-1784.101318359375,-118.10314178466797,674.8138427734375,-1740.8548583984375,-492.6899719238281,526.9515991210938,-1744.3714599609375,-632.88818359375,521.1261596679688,-1766.8175048828125,-636.8720703125,663.9669189453125,-1772.7261962890625,-493.16009521484375,662.2076416015625,-1784.6746826171875,-490.2422790527344,713.5391235351562,-1778.350830078125,-633.084228515625,718.5768432617188,-1808.02978515625,-632.387451171875,857.45458984375,-1811.9422607421875,-492.7576904296875,853.8047485351562,-1795.813720703125,-116.75718688964844,724.2069702148438,-1818.66259765625,-264.0710144042969,861.0633544921875,-1825.2569580078125,-117.56938171386719,862.6533203125,-1794.7015380859375,-258.9892578125,720.123046875
1029,5.14,-594.473388671875,-493.8052978515625,884.250732421875,-574.9929809570312,-525.5354614257812,830.1316528320312,-531.1004028320312,-534.5620727539062,847.6065063476562,-500.7191162109375,-290.3291015625,877.0267333984375,-546.0702514648438,-263.9310302734375,853.9015502929688,-481.2969970703125,-263.2256164550781,829.6200561523438,-1751.8646240234375,-117.90247344970703,538.4594116210938,-1748.8980712890625,-261.108154296875,537.2190551757812,-1781.7642822265625,-258.5315246582031,673.4935302734375,-1784.109619140625,-118.06019592285156,674.7705078125,-1741.0008544921875,-492.64031982421875,526.83203125,-1744.4149169921875,-632.98291015625,521.12451171875,-1766.7044677734375,-636.9412841796875,663.9550170898438,-1772.669921875,-493.0737609863281,662.1132202148438,-1784.7314453125,-489.7449645996094,713.0111083984375,-1778.416259765625,-633.0426025390625,718.526123046875,-1808.013671875,-632.4033203125,857.4766845703125,-1811.9307861328125,-492.72021484375,853.7354736328125,-1795.7767333984375,-116.69264221191406,724.1991577148438,-1818.6351318359375,-264.06597900390625,861.163818359375,-1825.2806396484375,-117.54768371582031,862.6493530273438,-1794.6751708984375,-258.98236083984375,720.1588134765625
